id,name,country,city,bic,street,street2,zip,phone
l10n_ec.bank_419,Albion Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_420,Masvalores Casa De Valores S.A Cavamasa,Ecuador,,,,,,
l10n_ec.bank_421,Casa De Valores Del Pacifico (Valpacifico) S.A.,Ecuador,,9934,,,,
l10n_ec.bank_422,Casa De Valores Advfin S.A.,Ecuador,,,,,,
l10n_ec.bank_423,Kapital One Casa De Valores S.A. Kaovalsa,Ecuador,,9936,,,,
l10n_ec.bank_424,Plusbursatil Casa De Valores S.A,Ecuador,,,,,,
l10n_ec.bank_425,Activa Ases.E Intermed.Valores Activalores Casa De,Ecuador,,9938,,,,
l10n_ec.bank_426,Citadel Casa De Valores S.A.,Ecuador,,,,,,
l10n_ec.bank_427,Decevale S.A.,Ecuador,,9940,,,,
l10n_ec.bank_428,Coop. De A. Y C. Santa Lucia Ltda,Ecuador,,9941,,,,
l10n_ec.bank_429,Coop. De A. Y C. Produactiva Ltda,Ecuador,,9942,,,,
l10n_ec.bank_430,Coop. De A. Y C. Tamboloma Ltda.,Ecuador,,9943,,,,
l10n_ec.bank_431,Coop De A. Y C. Pushak Runa Hombre Lider,Ecuador,,9944,,,,
l10n_ec.bank_432,Coop. De A. Y C. 15 De Agosto Ltda.,Ecuador,,9945,,,,
l10n_ec.bank_433,Coop. De A. Y C. Migrantes Del Ecuador Ltda,Ecuador,,9946,,,,
l10n_ec.bank_434,COOPERATIVA DE AHORRO Y CREDITO WUAMANLOMA LTDA,Ecuador,PELILEO,CACWECE1,,,,
l10n_ec.bank_435,COOPERATIVA DE AHORRO Y CREDITO SALATE LTDA,Ecuador,PELILEO,CSLSECE1,,,,
l10n_ec.bank_436,Coop. De A. Y C. Union Popular Ltda.,Ecuador,,9949,,,,
l10n_ec.bank_437,Coac Achik Inti Ltda,Ecuador,,9950,,,,
l10n_ec.bank_438,Coac El Migrante Solidario,Ecuador,,9951,,,,
l10n_ec.bank_439,Coop Ac Las Naves,Ecuador,,9952,,,,
l10n_ec.bank_440,Coop. De A. Y C. De Imbabura Amazonas,Ecuador,,9953,,,,
l10n_ec.bank_441,Coop. A. Y C. De Indigenas Chuchuqui Ltda,Ecuador,,9954,,,,
l10n_ec.bank_442,COOPERATIVA DE AHORRO Y CREDITO CREA LTDA.,Ecuador,CUENCA,OAORECE1,,,,
l10n_ec.bank_443,COOPERATIVA DE AHORRO Y CREDITO SOLIDARIA LTDA,Ecuador,LOJA,OARSECE1,,,,
l10n_ec.bank_444,Coop. De A. Y C. Unidad Y Progreso,Ecuador,,9957,,,,
l10n_ec.bank_445,Coac Loja Internacional Ltda.,Ecuador,,9958,,,,
l10n_ec.bank_446,COOPERATIVA DE AHORRO Y CREDITO 23 DE ENERO,Ecuador,PUYANGO,OHREECE1,,,,
l10n_ec.bank_447,Coac Obras Publicas Fiscales De Loja Y Zamora,Ecuador,,9960,,,,
l10n_ec.bank_448,Coac Del Sind Chof Prof Virgen Del Cisne,Ecuador,,9961,,,,
l10n_ec.bank_449,Coac San Miguel De Chirijos Ltda,Ecuador,,9962,,,,
l10n_ec.bank_450,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,Ecuador,SALCEDO,CHDLECE1,,,,
l10n_ec.bank_451,Coop. De A. Y C. El Altar Ltda.,Ecuador,,9964,,,,
l10n_ec.bank_452,Coop. De A. Y C. Nueva Alianza De Chimborazo Ltda,Ecuador,,9965,,,,
l10n_ec.bank_453,Coop. De A. Y C. Luis Felipe Duchicela Xxvii,Ecuador,,9966,,,,
l10n_ec.bank_454,Coop. De A. Y C. Nizag Ltda.,Ecuador,,9967,,,,
l10n_ec.bank_455,Coop. De A. Y C. Makita Kunchik,Ecuador,,9968,,,,
l10n_ec.bank_456,Coop. De A. Y C. Cerrada Manuela Leon,Ecuador,,9969,,,,
l10n_ec.bank_457,Coop. De A. Y C. El Buen Sembrador Ltda.,Ecuador,,9970,,,,
l10n_ec.bank_458,Coac Sindicato De Choferes Profesionales De Yantza,Ecuador,,9971,,,,
l10n_ec.bank_459,Coop. De A. Y C. 5 De Mayo De Santa Martha De Cuba,Ecuador,,9972,,,,
